Ecell/V,I/mA,Capacity/mA.h
3.2215,-2860.9534,58261.9319
3.2204,-2860.7563,58265.0097
3.2194,-2861.3474,58268.3625
3.2184,-2861.7412,58271.2718
3.2173,-2861.7412,58274.3225
3.2163,-2862.135,58277.5545
3.2153,-2861.7412,58280.5592
3.2142,-2861.7412,58283.9596
3.2132,-2862.135,58287.2234
3.2122,-2861.7412,58290.3918
3.2111,-2861.7412,58293.4728
3.2101,-2861.7412,58296.6713
3.209,-2862.135,58299.9939
3.208,-2861.1504,58303.2736
3.207,-2861.3474,58306.5977
3.206,-2861.7412,58309.7661
3.2049,-2861.3474,58312.9249
3.2039,-2862.135,58316.2364
3.2029,-2862.135,58319.5431
3.2018,-2862.7261,58322.7607
3.2008,-2861.9382,58326.0881
3.1998,-2861.7412,58329.1659
3.1988,-2861.9382,58332.4948
3.1977,-2861.1504,58335.6218
3.1967,-2861.1504,58339.008
3.1957,-2861.9382,58342.2145
3.1947,-2861.5444,58345.4401
3.1936,-2860.7563,58348.7468
3.1926,-2861.5444,58351.9947
3.1916,-2861.3474,58355.2235
3.1906,-2861.5444,58358.3346
3.1895,-2860.9534,58361.6859
3.1885,-2861.5444,58364.8272
3.1875,-2861.3474,58368.2722
3.1864,-2861.7412,58371.3404
3.1854,-2861.5444,58374.628
3.1844,-2861.1504,58377.9521
3.1833,-2861.7412,58381.2048
3.1823,-2861.1504,58384.6434
3.1812,-2860.9534,58387.8547
3.1802,-2861.3474,58391.0914
3.1791,-2861.1504,58394.3567
3.1781,-2861.5444,58397.5807
3.1771,-2861.5444,58400.8238
3.176,-2861.1504,58404.0748
3.175,-2861.1504,58407.1986
3.174,-2861.1504,58410.2683
3.173,-2860.7563,58413.497
3.1719,-2861.7412,58416.5857
3.1709,-2861.5444,58419.7507
3.1699,-2861.5444,58422.8617
3.1689,-2861.5444,58425.9854
3.1678,-2861.7412,58429.1314
3.1668,-2861.3474,58432.3997
3.1658,-2861.7412,58435.4694
3.1647,-2861.5444,58438.4834
3.1637,-2861.3474,58441.4752
3.1627,-2861.1504,58444.5878
3.1617,-2861.1504,58447.6145
3.1606,-2860.9534,58450.7811
3.1596,-2861.9382,58453.8459
3.1586,-2861.7412,58456.8138
3.1575,-2860.9534,58459.9343
3.1565,-2860.9534,58463.0754
3.1555,-2861.1504,58466.0639
3.1544,-2861.5444,58469.1161
3.1534,-2861.3474,58472.1809
3.1524,-2860.9534,58475.1392
3.1514,-2861.7412,58478.2406
3.1503,-2861.1504,58481.1941
3.1493,-2861.1504,58484.1191
3.1483,-2861.5444,58486.8199
3.1473,-2860.3623,58489.942
3.1462,-2861.3474,58492.8812
3.1452,-2860.7563,58495.8029
3.1441,-2861.3474,58498.7326
3.1431,-2861.1504,58501.6273
3.1421,-2860.9534,58504.6079
3.1411,-2861.1504,58507.447
3.14,-2861.3474,58510.3926
3.1389,-2861.3474,58513.2889
3.1379,-2861.5444,58516.2091
3.1369,-2861.7412,58518.9591
3.1359,-2860.9534,58521.892
3.1349,-2861.7412,58524.6405
3.1338,-2861.9382,58527.5479
3.1328,-2860.9534,58530.2185
3.1318,-2861.1504,58533.1339
3.1308,-2861.3474,58535.7346
3.1297,-2861.5444,58538.6579
3.1287,-2861.9382,58541.4032
3.1276,-2861.3474,58543.9975
3.1266,-2861.3474,58546.9431
3.1256,-2861.5444,58549.698
3.1246,-2861.1504,58552.4242
3.1236,-2861.1504,58555.1568
3.1225,-2861.3474,58557.899
3.1215,-2861.3474,58560.4663
3.1204,-2861.9382,58563.2497
3.1194,-2861.3474,58565.9998
3.1184,-2861.5444,58568.5528
3.1174,-2861.1504,58571.1948
3.1163,-2861.5444,58573.9989
3.1153,-2861.1504,58576.4072
3.1143,-2860.7563,58579.2161
3.1132,-2861.3474,58581.936
3.1122,-2860.9534,58584.5558
3.1112,-2860.5593,58587.1072
3.1102,-2861.9382,58589.5807
3.1091,-2862.135,58592.2481
3.1081,-2861.1504,58594.9266
3.1071,-2861.5444,58597.3302
3.1061,-2861.5444,58600.0199
3.105,-2861.5444,58602.4393
3.104,-2860.9534,58605.0543
3.103,-2861.1504,58607.4403
3.102,-2860.7563,58609.9822
3.1009,-2861.7412,58612.5908
3.0999,-2860.5593,58614.9753
3.0988,-2862.135,58617.5171
3.0978,-2861.5444,58620.1067
3.0967,-2861.1504,58622.6596
3.0957,-2861.5444,58625.2222
3.0947,-2861.5444,58627.6798
3.0937,-2860.9534,58630.085
3.0926,-2861.3474,58632.3518
3.0916,-2861.1504,58634.9223
3.0906,-2860.7563,58637.3481
3.0895,-2861.3474,58639.7533
3.0885,-2861.5444,58642.16
3.0875,-2861.5444,58644.5016
3.0865,-2860.9534,58646.9449
3.0855,-2861.7412,58649.2054
3.0926,0,58649.2054
3.0936,0,58649.2054
3.0947,0,58649.2054
3.0957,0,58649.2054
3.0968,0,58649.2054
3.0979,0,58649.2054
3.0989,0,58649.2054
3.1,0,58649.2054
3.101,0,58649.2054
3.1021,0,58649.2054
3.1031,0,58649.2054
3.1042,0,58649.2054
3.1053,0,58649.2054
3.1063,0,58649.2054
3.1075,0,58649.2054
3.1085,0,58649.2054
3.1096,0,58649.2054
3.1106,0,58649.2054
3.1118,0,58649.2054
3.1128,0,58649.2054
3.1139,0,58649.2054
3.1149,0,58649.2054
3.116,0,58649.2054
3.117,0,58649.2054
3.1181,0,58649.2054
3.1192,0,58649.2054
3.1203,0,58649.2054
3.1213,0,58649.2054
3.1224,0,58649.2054
3.1235,0,58649.2054
3.1245,0,58649.2054
3.1255,0,58649.2054
3.1265,0,58649.2054
3.1276,0,58649.2054
3.1286,0,58649.2054
3.1296,0,58649.2054
3.1306,0,58649.2054
3.1317,0,58649.2054
3.1328,0,58649.2054
3.1339,0,58649.2054
3.1349,0,58649.2054
3.1359,0,58649.2054
3.1369,0,58649.2054
3.138,0,58649.2054
3.139,0,58649.2054
3.14,0,58649.2054
3.1411,0,58649.2054
3.1422,0,58649.2054
3.1432,0,58649.2054
3.1443,0,58649.2054
3.1453,0,58649.2054
3.1464,0,58649.2054
3.1474,0,58649.2054
3.1484,0,58649.2054
3.1494,0,58649.2054
3.1504,0,58649.2054
3.1515,0,58649.2054
3.1525,0,58649.2054
3.1536,0,58649.2054
3.1546,0,58649.2054
3.1557,0,58649.2054
3.1567,0,58649.2054
3.1578,0,58649.2054
3.1588,0,58649.2054
3.1599,0,58649.2054
3.161,0,58649.2054
3.162,0,58649.2054
3.163,0,58649.2054
3.164,0,58649.2054
3.1651,0,58649.2054
3.1662,0,58649.2054
3.1672,0,58649.2054
3.1682,0,58649.2054
3.1693,0,58649.2054
3.1703,0,58649.2054
3.1714,0,58649.2054
3.1724,0,58649.2054
3.1735,0,58649.2054
3.1745,0,58649.2054
3.1755,0,58649.2054
3.1766,0,58649.2054
3.1777,0,58649.2054
3.1787,0,58649.2054
3.1798,0,58649.2054
3.1808,0,58649.2054
3.1818,0,58649.2054
3.1829,0,58649.2054
3.1839,0,58649.2054
3.1849,0,58649.2054
3.186,0,58649.2054
3.187,0,58649.2054
3.1881,0,58649.2054
3.1891,0,58649.2054
3.1901,0,58649.2054
3.1911,0,58649.2054
3.1922,0,58649.2054
3.1932,0,58649.2054
3.1943,0,58649.2054
3.1953,0,58649.2054
3.1963,0,58649.2054
3.1974,0,58649.2054
3.1984,0,58649.2054
3.1995,0,58649.2054
3.2005,0,58649.2054
3.2016,0,58649.2054
3.2026,0,58649.2054
3.2036,0,58649.2054
3.2046,0,58649.2054
3.2057,0,58649.2054
3.2067,0,58649.2054
3.2077,0,58649.2054
3.2087,0,58649.2054
3.2098,0,58649.2054
3.2108,0,58649.2054
3.2118,0,58649.2054
3.2129,0,58649.2054
3.2139,0,58649.2054
3.2149,0,58649.2054
3.2159,0,58649.2054
3.217,0,58649.2054
3.218,0,58649.2054
3.219,0,58649.2054
3.22,0,58649.2054
3.221,0,58649.2054
3.2221,0,58649.2054
3.2231,0,58649.2054
3.2241,0,58649.2054
3.2251,0,58649.2054
3.2262,0,58649.2054
3.2272,0,58649.2054
3.2282,0,58649.2054
3.2292,0,58649.2054
3.2303,0,58649.2054
3.2313,0,58649.2054
3.2323,0,58649.2054
3.2333,0,58649.2054
3.2344,0,58649.2054
3.2354,0,58649.2054
3.2364,0,58649.2054
3.2375,0,58649.2054
3.2385,0,58649.2054
3.2396,0,58649.2054
3.2406,0,58649.2054
3.2416,0,58649.2054
3.2426,0,58649.2054
3.2437,0,58649.2054
3.2447,0,58649.2054
3.2457,0,58649.2054
3.2467,0,58649.2054
3.2477,0,58649.2054
3.2488,0,58649.2054
3.2498,0,58649.2054
3.2508,0,58649.2054
3.2518,0,58649.2054
3.2529,0,58649.2054
3.2539,0,58649.2054
3.2549,0,58649.2054
3.2559,0,58649.2054
3.2516,-2861.9382,58649.207
3.2504,-2861.1504,58649.2166
3.2494,-2862.135,58649.2277
3.2483,-2861.1504,58649.2404
3.2472,-2861.1504,58649.2579
3.2462,-2861.3474,58649.2738
3.245,-2861.5444,58649.2961
3.2439,-2861.3474,58649.3199
3.2428,-2861.5444,58649.3437
3.2418,-2861.3474,58649.3708
3.2408,-2861.5444,58649.401
3.2398,-2861.9382,58649.436
3.2387,-2861.5444,58649.4677
3.2377,-2861.7412,58649.5123
3.2366,-2861.9382,58649.5568
3.2356,-2860.7563,58649.6029
3.2345,-2861.5444,58649.6553
3.2335,-2861.7412,58649.7189
3.2324,-2861.9382,58649.7777
3.2314,-2861.3474,58649.8556
3.2303,-2861.3474,58649.9256
3.2293,-2862.332,58650.0226
3.2283,-2861.3474,58650.1179
3.2272,-2862.135,58650.2276
3.2262,-2861.7412,58650.3437
3.2251,-2860.5593,58650.4677
3.2241,-2860.7563,58650.6187
3.2231,-2861.5444,58650.7793
3.222,-2861.5444,58650.9653
3.221,-2860.7563,58651.1656
3.22,-2861.7412,58651.3882
3.219,-2861.5444,58651.6314
3.2179,-2861.7412,58651.8905
3.2169,-2861.3474,58652.1656
3.2159,-2862.332,58652.5105
3.2148,-2861.9382,58652.8937
3.2138,-2861.7412,58653.2832
3.2127,-2861.9382,58653.7267
3.2117,-2861.5444,58654.1957
3.2107,-2860.9534,58654.6695
3.2097,-2861.5444,58655.2752
3.2086,-2861.3474,58655.8618
3.2076,-2862.135,58656.5184
3.2066,-2861.3474,58657.2131
3.2055,-2861.7412,58657.9666
3.2045,-2861.7412,58658.7424
3.2034,-2861.1504,58659.6025
3.2024,-2861.7412,58660.426
3.2014,-2862.332,58661.41
3.2004,-2861.3474,58662.3543
3.1994,-2861.7412,58663.3765
3.1983,-2860.9534,58664.4146
3.1973,-2861.1504,58665.5052
3.1962,-2861.9382,58666.5624
3.1952,-2860.7563,58667.8437
3.1942,-2862.135,58669.0312
3.1932,-2862.332,58670.2728
3.1921,-2861.3474,58671.5128
3.1911,-2861.1504,58672.8752
3.1901,-2861.3474,58674.2583
3.1891,-2861.9382,58675.6907
3.1881,-2861.9382,58676.9863
3.187,-2861.7412,58678.4441
3.186,-2862.135,58679.9623
3.1849,-2861.3474,58681.5314
3.1839,-2861.3474,58683.0384
3.1829,-2860.7563,58684.5868
3.1819,-2860.7563,58686.1814
3.1808,-2861.7412,58687.7886
3.1798,-2861.9382,58689.3465
3.1788,-2860.3623,58691.0984
3.1778,-2861.5444,58692.6802
3.1767,-2861.9382,58694.3621
3.1757,-2861.5444,58696.1124
3.1747,-2861.9382,58697.8166
3.1736,-2862.135,58699.6671
3.1726,-2861.7412,58701.4476
3.1716,-2861.5444,58703.2074
3.1705,-2862.135,58704.9403
3.1695,-2861.7412,58706.9227
3.1685,-2862.135,58708.6936
3.1674,-2861.7412,58710.5838
3.1664,-2861.5444,58712.4645
3.1654,-2861.7412,58714.2656
3.1643,-2860.3623,58716.2035
3.1633,-2861.9382,58718.1955
3.1623,-2861.5444,58719.9489
3.1613,-2861.7412,58721.9488
3.1602,-2861.7412,58723.7992
3.1591,-2861.3474,58725.8992
3.1581,-2861.3474,58727.9182
3.1571,-2861.5444,58729.888
3.156,-2862.135,58731.8164
3.155,-2862.5291,58733.8227
3.154,-2861.5444,58735.7622
3.1529,-2861.3474,58737.7589
3.1518,-2861.3474,58739.7652
3.1508,-2861.5444,58741.9336
3.1497,-2861.9382,58743.9288
3.1487,-2860.9534,58745.9542
3.1477,-2862.135,58747.9525
3.1467,-2861.1504,58749.9016
3.1456,-2862.332,58751.9111
3.1446,-2860.7563,58753.9873
3.1436,-2861.7412,58755.9205
3.1425,-2862.135,58757.9983
3.1415,-2861.9382,58760.0761
3.1404,-2862.135,58762.0935
3.1394,-2861.7412,58764.0871
3.1384,-2861.5444,58766.184
3.1374,-2862.5291,58768.2459
3.1363,-2861.1504,58770.257
3.1353,-2861.7412,58772.2331
3.1343,-2861.1504,58774.1933
3.1333,-2861.5444,58776.3474
3.1323,-2861.9382,58778.3171
3.1312,-2861.3474,58780.3171
3.1302,-2861.5444,58782.3599
3.1292,-2861.5444,58784.3694
3.1282,-2861.5444,58786.3916
3.1271,-2861.5444,58788.4011
3.1261,-2861.1504,58790.3946
3.1251,-2861.9382,58792.4486
3.1241,-2861.7412,58794.458
3.123,-2861.9382,58796.3498
3.122,-2862.332,58798.4118
3.121,-2861.3474,58800.391
3.12,-2860.9534,58802.5197
3.1189,-2861.5444,58804.5117
3.1179,-2861.7412,58806.5529
3.1169,-2861.3474,58808.618
3.1158,-2861.1504,58810.5226
3.1148,-2861.5444,58812.637
3.1138,-2861.7412,58814.6035
3.1128,-2861.7412,58816.5748
3.1117,-2861.5444,58818.5795
3.1107,-2861.1504,58820.4808
3.1097,-2860.9534,58822.4839
3.1086,-2860.7563,58824.6222
3.1076,-2861.1504,58826.6237
3.1066,-2861.9382,58828.5807
3.1056,-2861.9382,58830.5488
3.1045,-2861.3474,58832.5423
3.1034,-2861.1504,58834.5534
3.1024,-2861.3474,58836.6519
3.1013,-2861.1504,58838.6518
3.1003,-2861.1504,58840.5738
3.0993,-2861.5444,58842.4291
3.0983,-2861.9382,58844.5307
3.0972,-2860.9534,58846.4607
3.0962,-2860.9534,58848.459
3.0952,-2861.5444,58850.3985
3.0941,-2861.3474,58852.3476
3.0931,-2860.9534,58854.3125
3.0921,-2861.5444,58856.1916
3.091,-2861.1504,58858.1582
3.09,-2860.9534,58860.1215
3.089,-2861.1504,58862.0563
3.088,-2861.5444,58863.9608
3.0869,-2861.3474,58865.9607
3.0859,-2861.3474,58867.8795
3.0848,-2861.5444,58869.7236
3.0838,-2861.1504,58871.6758
3.0828,-2861.1504,58873.5327
3.0817,-2861.3474,58875.4833
3.0807,-2860.9534,58877.4005
3.0797,-2862.332,58879.1763
3.0787,-2862.332,58881.049
3.0776,-2861.7412,58883.0283
3.0766,-2861.7412,58884.9678
3.0755,-2861.1504,58886.8866
3.0745,-2861.1504,58888.648
3.0735,-2861.1504,58890.5604
3.0724,-2861.5444,58892.3917
3.0714,-2862.135,58894.32
3.0704,-2861.1504,58896.2324
3.0694,-2861.3474,58898.0129
3.0683,-2861.3474,58899.911
3.0673,-2862.135,58901.7328
3.0663,-2861.1504,58903.5164
3.0653,-2861.5444,58905.3811
3.0642,-2861.9382,58907.1949
3.0632,-2861.9382,58909.0469
3.0622,-2861.3474,58910.8655
3.0612,-2861.7412,58912.6507
3.0602,-2861.3474,58914.482
3.0591,-2861.1504,58916.1766
3.0581,-2861.1504,58917.9857
3.0571,-2860.7563,58919.7518
3.0561,-2861.3474,58921.6355
3.055,-2861.5444,58923.4318
3.054,-2861.5444,58925.1948
3.0529,-2861.3474,58926.9736
3.0519,-2861.1504,58928.7747
3.0509,-2861.7412,58930.4947
3.0498,-2861.3474,58932.2545
3.0488,-2861.9382,58934.1875
3.0478,-2861.1504,58935.8439
3.0468,-2861.1504,58937.6577
3.0457,-2861.5444,58939.3873
3.0447,-2861.1504,58941.0866
3.0437,-2861.7412,58942.8846
3.0427,-2861.3474,58944.6348
3.0416,-2860.1658,58946.3056
3.0406,-2861.5444,58948.0256
3.0396,-2861.1504,58949.7297
3.0386,-2861.5444,58951.3543
3.0375,-2862.135,58953.1523
3.0365,-2860.7563,58954.8294
3.0355,-2860.3623,58956.6003
3.0344,-2861.5444,58958.3394
3.0334,-2861.1504,58959.9449
3.0324,-2860.7563,58961.6713
3.0313,-2861.7412,58963.199
3.0303,-2860.7563,58965.051
3.0293,-2861.9382,58966.7249
3.0282,-2861.3474,58968.3606
3.0272,-2861.7412,58970.114
3.0261,-2860.5593,58971.78
3.0251,-2861.5444,58973.4794
3.0241,-2861.5444,58975.1501
3.0231,-2860.7563,58976.735
3.022,-2860.7563,58978.3772
3.021,-2860.9534,58980.0781
3.0199,-2861.1504,58981.7378
3.0189,-2862.135,58983.4022
3.0179,-2861.3474,58984.9807
3.0169,-2861.5444,58986.6419
3.0159,-2861.1504,58988.1664
3.0148,-2861.3474,58989.8547
3.0138,-2861.1504,58991.4412
3.0128,-2861.1504,58993.0865
3.0117,-2861.1504,58994.5999
3.0106,-2861.3474,58996.3374
3.0096,-2860.9534,58997.9525
3.0086,-2861.9382,58999.5469
3.0075,-2861.9382,59001.0825
3.0065,-2861.1504,59002.6786
3.0055,-2861.3474,59004.2555
3.0044,-2861.5444,59005.9438
3.0034,-2860.9534,59007.4079
3.0023,-2860.9534,59008.9689
3.0013,-2861.1504,59010.6317
3.0003,-2861.1504,59012.1514
3,-2861.1504,59012.6506
3.0001,-2861.7412,59012.6522
3.007,0,59012.6522
3.176,0,59012.6522
3.1876,0,59012.6522
3.1935,0,59012.6522
3.1977,0,59012.6522
3.2008,0,59012.6522
3.2033,0,59012.6522
3.2051,0,59012.6522
3.2069,0,59012.6522
3.2084,0,59012.6522
3.2097,0,59012.6522
3.2107,0,59012.6522
3.2118,0,59012.6522
3.2128,0,59012.6522
3.2136,0,59012.6522
3.2184,2855.8569,0.0016
3.2194,2856.054,0.0095
3.2206,2856.251,0.0206
3.2217,2856.4475,0.0349
3.2231,2856.054,0.0508
3.2241,2857.0386,0.0698
3.2251,2857.0386,0.0889
3.2261,2856.6445,0.1079
3.2272,2856.4475,0.1317
3.2282,2857.2356,0.1555
3.2292,2856.8416,0.1841
3.2303,2856.6445,0.2174
3.2314,2857.6296,0.2555
3.2325,2856.4475,0.2952
3.2337,2856.8416,0.3412
3.2347,2857.0386,0.3936
3.2358,2857.6296,0.4507
3.2368,2856.4475,0.5142
3.2379,2856.054,0.5841
3.2389,2857.6296,0.6618
3.2399,2857.2356,0.7634
3.2409,2856.6445,0.8761
3.242,2857.0386,1.0094
3.243,2856.8416,1.1602
3.2442,2856.251,1.3665
3.2452,2856.8416,1.6173
3.2463,2856.8416,1.9141
3.2473,2857.2356,2.2903
3.2483,2857.0386,2.7633
3.2493,2856.8416,3.3632
3.2503,2857.0386,4.0965
3.2514,2856.6445,5.0314
3.2524,2856.8416,6.3455
3.2535,2856.054,7.8724
3.2545,2856.6445,9.7278
3.2555,2856.6445,11.7975
3.2565,2856.6445,14.1736
3.2576,2856.6445,17.0638
3.2586,2857.2356,20.2112
3.2596,2857.2356,23.7301
3.2607,2857.0386,27.4965
3.2617,2856.251,31.6232
3.2627,2856.4475,35.8484
3.2637,2857.2356,40.1926
3.2648,2857.2356,45.016
3.2658,2856.8416,50.1125
3.2668,2856.8416,55.2916
3.2678,2856.4475,60.6484
3.2689,2857.0386,66.1004
3.2699,2857.8264,72.054
3.2709,2857.2356,77.8933
3.272,2856.4475,84.0278
3.273,2857.0386,90.6131
3.274,2857.0386,96.792
3.275,2857.2356,103.1202
3.2761,2857.2356,109.7483
3.2771,2857.4326,116.7063
3.2781,2855.6599,123.5817
3.2791,2857.2356,130.127
3.2802,2856.4475,137.6642
3.2812,2856.6445,144.6619
3.2822,2856.4475,152.1876
3.2832,2856.6445,159.1992
3.2843,2855.4629,167.0439
3.2853,2857.0386,174.3427
3.2863,2856.251,182.1541
3.2873,2856.8416,189.8243
3.2883,2856.6445,197.6277
3.2894,2856.8416,205.482
3.2904,2856.8416,212.9648
3.2914,2857.0386,221.7507
3.2924,2856.6445,229.3685
3.2935,2856.6445,237.9687
3.2945,2857.8264,245.5944
3.2955,2856.8416,254.4755
3.2965,2856.8416,262.9407
3.2976,2856.4475,271.3981
3.2986,2856.251,280.3523
3.2996,2856.6445,289.0874
3.3007,2857.2356,297.7956
3.3017,2856.8416,306.5498
3.3027,2856.054,315.3421
3.3037,2857.0386,324.0884
3.3048,2856.4475,333.0839
3.3058,2857.0386,342.6284
3.3068,2857.0386,351.4668
3.3078,2856.6445,360.5954
3.3089,2856.6445,369.7511
3.3099,2856.4475,379.3528
3.3109,2856.251,388.7894
3.312,2856.4475,398.3847
3.313,2857.0386,407.9593
3.314,2856.8416,417.3816
3.315,2857.4326,427.2102
3.3161,2856.251,436.7162
3.3171,2856.054,446.5349
3.3181,2856.251,456.6202
3.3191,2856.8416,466.1596
3.32,2856.6445,476.0608
3.3128,0,476.0608
3.3117,0,476.0608
3.3107,0,476.0608
3.3096,0,476.0608
3.3086,0,476.0608
3.3076,0,476.0608
3.3066,0,476.0608
3.3056,0,476.0608
3.3045,0,476.0608
3.3035,0,476.0608
3.3024,0,476.0608
3.3014,0,476.0608
3.3003,0,476.0608
3.2993,0,476.0608
3.2983,0,476.0608
3.2972,0,476.0608
3.2962,0,476.0608
3.2952,0,476.0608
3.2942,0,476.0608
3.2932,0,476.0608
3.2921,0,476.0608
3.2911,0,476.0608
3.2901,0,476.0608
3.2891,0,476.0608
3.288,0,476.0608
3.287,0,476.0608
3.286,0,476.0608
3.285,0,476.0608
3.2839,0,476.0608
3.2829,0,476.0608
3.2819,0,476.0608
3.2851,2855.8569,476.0623
3.2864,2856.6445,476.0719
3.2875,2857.2356,476.083
3.2885,2857.6296,476.0941
3.2896,2857.2356,476.11
3.2906,2856.251,476.1258
3.2917,2856.6445,476.1465
3.2927,2857.0386,476.1687
3.2938,2857.0386,476.1957
3.2949,2856.6445,476.2274
3.2959,2856.6445,476.2607
3.297,2856.4475,476.302
3.2981,2856.6445,476.348
3.2991,2856.8416,476.4067
3.3001,2856.8416,476.475
3.3012,2856.4475,476.5528
3.3022,2857.2356,476.6512
3.3032,2857.6296,476.7861
3.3043,2856.8416,476.9559
3.3053,2857.0386,477.175
3.3063,2856.8416,477.5146
3.3074,2856.6445,477.9162
3.3085,2856.6445,478.5241
3.3095,2856.6445,479.4589
3.3106,2856.4475,480.6827
3.3116,2857.2356,482.3953
3.3127,2856.6445,484.4808
3.3137,2856.8416,487.4965
3.3148,2857.4326,490.8408
3.3158,2856.4475,494.8945
3.3168,2857.2356,499.372
3.3178,2856.6445,504.1782
3.3189,2858.6143,509.6795
3.3199,2857.2356,515.6649
3.3209,2856.4475,522.1408
3.322,2857.2356,528.4881
3.323,2856.251,536.2957
3.3241,2857.0386,543.1351
3.3251,2856.4475,551.6728
3.3261,2858.4172,559.6153
3.3272,2857.8264,568.3022
3.3282,2857.0386,577.1225
3.3293,2857.2356,585.8127
3.3303,2856.054,594.9673
3.3313,2856.054,603.8505
3.3323,2857.4326,613.3194
3.3334,2857.2356,622.7595
3.3344,2857.6296,631.8581
3.3354,2857.6296,641.6279
3.3364,2856.6445,651.7644
3.3375,2856.251,661.9755
3.3385,2857.0386,671.436
3.3396,2857.0386,682.2232
3.3406,2856.6445,692.9516
3.3416,2856.6445,703.9737
3.3426,2855.8569,714.6848
3.3437,2856.4475,725.0054
3.3447,2857.8264,735.9926
3.3457,2855.8569,746.9195
3.3467,2856.4475,757.4385
3.3478,2856.6445,768.6845
3.3488,2856.8416,779.8288
3.3498,2857.2356,791.1795
3.3508,2856.4475,802.4809
3.3519,2857.2356,813.9315
3.3529,2857.8264,825.7964
3.3539,2856.6445,837.363
3.355,2856.8416,849.1025
3.356,2856.4475,861.4833
3.357,2856.6445,872.9038
3.358,2856.4475,885.0005
3.3591,2857.0386,896.948
3.3601,2856.054,909.5206
3.3611,2856.251,921.3311
3.3621,2856.6445,933.9383
3.3632,2856.4475,945.852
3.3635,2856.8416,952.1206
3.3567,0,952.1206
3.3556,0,952.1206
3.3546,0,952.1206
3.3536,0,952.1206
3.3525,0,952.1206
3.3514,0,952.1206
3.3504,0,952.1206
3.3494,0,952.1206
3.3483,0,952.1206
3.3473,0,952.1206
3.3463,0,952.1206
3.3452,0,952.1206
3.3442,0,952.1206
3.3432,0,952.1206
3.3422,0,952.1206
3.3412,0,952.1206
3.3401,0,952.1206
3.3391,0,952.1206
3.3381,0,952.1206
3.3371,0,952.1206
3.336,0,952.1206
3.335,0,952.1206
3.334,0,952.1206
3.333,0,952.1206
3.3319,0,952.1206
3.3309,0,952.1206
3.3299,0,952.1206
3.3289,0,952.1206
3.3278,0,952.1206
3.3317,2856.6445,952.1222
3.333,2856.8416,952.1317
3.334,2856.6445,952.1428
3.3351,2856.8416,952.1571
3.3361,2856.4475,952.173
3.3373,2857.0386,952.1936
3.3383,2857.6296,952.2142
3.3393,2856.8416,952.2412
3.3403,2856.8416,952.2682
3.3414,2856.8416,952.3079
3.3425,2857.2356,952.3507
3.3436,2857.4326,952.411
3.3447,2856.8416,952.4841
3.3457,2856.4475,952.5666
3.3467,2857.8264,952.692
3.3477,2857.0386,952.8333
3.3488,2856.8416,953.0666
3.3498,2857.0386,953.3808
3.3509,2857.6296,953.9443
3.3519,2857.2356,954.6792
3.3529,2857.2356,955.8871
3.3539,2857.0386,957.6013
3.355,2856.8416,959.925
3.356,2857.4326,963.182
3.3571,2857.6296,967.0882
3.3581,2857.0386,971.5944
3.3591,2857.2356,977.1545
3.3601,2856.8416,983.2828
3.3612,2858.0234,989.7016
3.3622,2856.8416,997.0172
3.3632,2856.8416,1004.7694
3.3643,2856.4475,1013.1737
3.3653,2856.251,1022.5368
3.3663,2856.4475,1031.9904
3.3673,2857.8264,1041.8836
3.3684,2857.4326,1051.8752
3.3694,2857.6296,1061.8668
3.3704,2856.8416,1072.9894
3.3714,2857.6296,1083.9185
3.3725,2856.6445,1095.3744
3.3735,2856.4475,1106.6281
3.3745,2856.8416,1118.7627
3.3755,2857.0386,1130.4005
3.3766,2857.6296,1142.3668
3.3776,2857.0386,1154.6569
3.3786,2856.054,1166.7946
3.3796,2857.0386,1179.7656
3.3807,2856.054,1192.097
3.3818,2855.8569,1206.2122
3.3828,2856.6445,1218.669
3.3838,2857.0386,1231.9717
3.3848,2857.8264,1244.5459
3.3858,2856.8416,1258.1755
3.3869,2856.054,1272.1528
3.3879,2856.4475,1285.5032
3.3889,2857.2356,1299.6503
3.3899,2856.8416,1312.6959
3.391,2856.4475,1327.1049
3.392,2856.4475,1341.4583
3.3931,2856.8416,1355.3596
3.3941,2857.6296,1370.6305
3.3951,2855.8569,1385.2029
3.3961,2857.6296,1399.4861
3.3971,2857.0386,1414.5374
3.398,2856.251,1428.181
3.391,0,1428.181
3.3899,0,1428.181
3.3889,0,1428.181
3.3878,0,1428.181
3.3868,0,1428.181
3.3858,0,1428.181
3.3847,0,1428.181
3.3837,0,1428.181
3.3827,0,1428.181
3.3816,0,1428.181
3.3806,0,1428.181
3.3795,0,1428.181
3.3785,0,1428.181
3.3775,0,1428.181
3.3765,0,1428.181
3.3754,0,1428.181
3.3744,0,1428.181
3.3734,0,1428.181
3.3723,0,1428.181
3.3713,0,1428.181
3.3703,0,1428.181
3.3693,0,1428.181
3.3682,0,1428.181
3.3672,0,1428.181
3.3662,0,1428.181
3.3651,0,1428.181
3.3687,2856.6445,1428.1826
3.3698,2856.8416,1428.1906
3.371,2856.6445,1428.2032
3.3723,2856.251,1428.2175
3.3734,2857.2356,1428.2366
3.3745,2857.0386,1428.2588
3.3756,2857.2356,1428.289
3.3766,2857.0386,1428.3143
3.3777,2856.251,1428.3556
3.3787,2857.0386,1428.4001
3.3797,2856.6445,1428.4524
