Ecell/V,I/mA,Capacity/mA.h
3.5845,-2861.9382,39115.6973
3.5834,-2862.135,39140.8788
3.5823,-2858.5896,39174.5952
3.5812,-2861.9382,39245.4544
3.5802,-2860.7563,39316.7638
3.5792,-2861.5444,39407.9054
3.5782,-2861.3474,39507.185
3.5779,-2860.9534,39575.6388
3.5811,0,39575.6388
3.5821,0,39575.6388
3.5832,0,39575.6388
3.5842,0,39575.6388
3.5852,0,39575.6388
3.5862,0,39575.6388
3.5839,-2861.3474,39575.6404
3.5829,-2861.1504,39576.8041
3.5818,-2861.7412,39588.4207
3.5808,-2860.9534,39609.6952
3.5798,-2861.5444,39645.4394
3.5788,-2861.5444,39697.4591
3.5777,-2861.5444,39760.8348
3.5767,-2861.3474,39840.9752
3.5757,-2860.9534,39930.095
3.5747,-2861.7412,40030.0857
3.5747,-2861.9382,40052.4909
3.5783,0,40052.4909
3.5793,0,40052.4909
3.5803,0,40052.4909
3.5814,0,40052.4909
3.5824,0,40052.4909
3.5834,0,40052.4909
3.5808,-2861.3474,40052.4925
3.5798,-2861.3474,40054.0441
3.5788,-2861.9382,40067.1567
3.5777,-2861.7412,40089.3004
3.5767,-2861.7412,40123.5468
3.5757,-2861.5444,40175.2716
3.5747,-2861.1504,40242.11
3.5736,-2861.1504,40315.7024
3.5726,-2861.3474,40399.6781
3.5716,-2861.5444,40501.6644
3.5715,-2860.9534,40529.3265
3.5751,0,40529.3265
3.5761,0,40529.3265
3.5771,0,40529.3265
3.5781,0,40529.3265
3.5792,0,40529.3265
3.5802,0,40529.3265
3.5778,-2861.3474,40529.3281
3.5767,-2861.7412,40530.4632
3.5757,-2861.1504,40542.938
3.5747,-2861.5444,40563.8683
3.5736,-2862.135,40598.9391
3.5726,-2861.3474,40649.8649
3.5716,-2862.135,40709.7377
3.5705,-2861.5444,40785.1348
3.5695,-2861.1504,40870.27
3.5684,-2861.5444,40957.6019
3.5682,-2861.5444,41006.1579
3.5717,0,41006.1579
3.5728,0,41006.1579
3.5738,0,41006.1579
3.5748,0,41006.1579
3.5758,0,41006.1579
3.5769,0,41006.1579
3.5745,-2862.5291,41006.1595
3.5734,-2861.9382,41007.3152
3.5724,-2860.9534,41018.85
3.5714,-2860.9534,41039.031
3.5704,-2861.5444,41072.1978
3.5693,-2861.5444,41118.8253
3.5683,-2861.3474,41177.7702
3.5673,-2860.9534,41244.5391
3.5663,-2861.1504,41322.4989
3.5653,-2861.1504,41404.2591
3.5645,-2861.1504,41482.977
3.5682,0,41482.977
3.5692,0,41482.977
3.5703,0,41482.977
3.5713,0,41482.977
3.5723,0,41482.977
3.5734,0,41482.977
3.571,-2861.7412,41482.9786
3.57,-2861.7412,41483.241
3.569,-2861.3474,41492.4662
3.5679,-2862.135,41510.8385
3.5669,-2861.3474,41540.812
3.5659,-2860.9534,41584.3044
3.5649,-2861.1504,41638.4227
3.5638,-2861.7412,41702.9569
3.5632,-2851.696,41752.2238
3.5633,-2861.7412,41752.2302
3.5623,-2861.5444,41814.2607
3.5612,-2861.3474,41894.8742
3.5607,-2861.5444,41959.8039
3.5645,0,41959.8039
3.5655,0,41959.8039
3.5665,0,41959.8039
3.5676,0,41959.8039
3.5686,0,41959.8039
3.5696,0,41959.8039
3.567,-2861.5444,41959.8055
3.566,-2861.1504,41959.9915
3.5649,-2861.9382,41968.4267
3.5639,-2861.1504,41986.7994
3.5628,-2860.7563,42016.0775
3.5618,-2861.7412,42057.6845
3.5608,-2861.3474,42110.4373
3.5598,-2861.5444,42171.2722
3.5587,-2861.5444,42229.0548
3.5577,-2862.332,42321.7179
3.5567,-2861.3474,42403.848
3.5564,-2862.135,42436.6474
3.5602,0,42436.6474
3.5612,0,42436.6474
3.5622,0,42436.6474
3.5633,0,42436.6474
3.5643,0,42436.6474
3.5653,0,42436.6474
3.5623,-2860.7563,42436.649
3.5613,-2861.3474,42437.2484
3.5602,-2861.5444,42447.8996
3.5592,-2861.5444,42467.2324
3.5582,-2861.1504,42496.3739
3.5572,-2860.7563,42536.3548
3.5562,-2861.7412,42589.1563
3.5551,-2861.3474,42653.7491
3.5541,-2860.7563,42725.7892
3.5531,-2860.7563,42808.0355
3.5521,-2861.5444,42896.1668
3.552,-2861.5444,42913.4851
3.5558,0,42913.4851
3.5568,0,42913.4851
3.5578,0,42913.4851
3.5588,0,42913.4851
3.5599,0,42913.4851
3.5609,0,42913.4851
3.5578,-2861.5444,42913.4867
3.5567,-2861.1504,42913.6504
3.5557,-2861.5444,42921.5405
3.5546,-2861.7412,42938.6669
3.5536,-2862.135,42966.2137
3.5526,-2861.7412,43003.2121
3.5515,-2861.1504,43056.4932
3.5505,-2861.3474,43122.6366
3.5495,-2860.7563,43198.2581
3.5485,-2861.5444,43278.2535
3.5475,-2862.5291,43368.306
3.5474,-2860.5593,43390.3342
3.5512,0,43390.3342
3.5523,0,43390.3342
3.5533,0,43390.3342
3.5543,0,43390.3342
3.5554,0,43390.3342
3.553,-2861.3474,43390.3358
3.552,-2861.5444,43390.4439
3.5509,-2861.7412,43397.3864
3.5499,-2862.332,43413.2601
3.5489,-2861.5444,43438.2286
3.5478,-2861.1504,43473.7147
3.5468,-2861.7412,43523.8673
3.5458,-2861.9382,43592.3983
3.5448,-2861.1504,43667.7844
3.5438,-2861.9382,43753.9816
3.5427,-2860.9534,43838.3968
3.5426,-2862.332,43867.1717
3.5465,0,43867.1717
3.5476,0,43867.1717
3.5486,0,43867.1717
3.5496,0,43867.1717
3.5506,0,43867.1717
3.548,-2861.3474,43867.1733
3.547,-2860.9534,43867.2607
3.546,-2860.9534,43873.9567
3.545,-2861.9382,43888.3421
3.5439,-2860.9534,43911.6631
3.5427,-2858.5896,43942.9849
3.5417,-2861.3474,44013.5032
3.5406,-2861.9382,44084.253
3.5399,-2851.696,44136.4267
3.5402,-2862.332,44136.4299
3.5391,-2861.3474,44193.1663
3.5381,-2861.3474,44275.5471
3.5374,-2861.3474,44344.0107
3.5414,0,44344.0107
3.5424,0,44344.0107
3.5434,0,44344.0107
3.5445,0,44344.0107
3.5455,0,44344.0107
3.5428,-2861.9382,44344.0123
3.5418,-2861.5444,44344.2047
3.5408,-2861.3474,44350.9693
3.5397,-2861.9382,44365.2202
3.5387,-2861.3474,44387.863
3.5377,-2861.3474,44422.5874
3.5367,-2861.7412,44475.175
3.5356,-2861.1504,44542.6789
3.5346,-2861.7412,44614.352
3.5336,-2861.3474,44689.9702
3.5326,-2861.7412,44767.4676
3.5321,-2862.135,44820.8492
3.536,0,44820.8492
3.537,0,44820.8492
3.538,0,44820.8492
3.539,0,44820.8492
3.54,0,44820.8492
3.5376,-2861.3474,44820.8508
3.5366,-2861.7412,44820.8985
3.5356,-2860.9534,44825.2179
3.5345,-2861.7412,44837.475
3.5335,-2861.7412,44857.8223
3.5325,-2861.1504,44888.1752
3.5315,-2861.9382,44932.8145
3.5304,-2861.3474,44996.6848
3.5294,-2861.1504,45066.964
3.5284,-2861.5444,45139.4134
3.5273,-2861.9382,45211.9961
3.5263,-2861.1504,45286.0399
3.5264,-2861.7412,45297.6938
3.5305,0,45297.6938
3.5315,0,45297.6938
3.5326,0,45297.6938
3.5336,0,45297.6938
3.5346,0,45297.6938
3.5319,-2860.5593,45297.6954
3.5309,-2861.1504,45297.7717
3.5298,-2861.7412,45301.8096
3.5288,-2861.1504,45314.4018
3.5278,-2861.5444,45334.1188
3.5268,-2860.7563,45363.3085
3.5258,-2861.7412,45407.9267
3.5247,-2861.9382,45470.172
3.5237,-2861.5444,45536.2326
3.5232,-2851.499,45566.943
3.5233,-2861.5444,45566.9462
3.5223,-2861.1504,45632.4547
3.5212,-2861.5444,45703.3376
3.5204,-2860.9534,45774.5228
3.5246,0,45774.5228
3.5256,0,45774.5228
3.5267,0,45774.5228
3.5277,0,45774.5228
3.5287,0,45774.5228
3.5297,0,45774.5228
3.5261,-2861.7412,45774.5244
3.5251,-2861.9382,45774.5816
3.5241,-2861.7412,45777.6562
3.523,-2861.5444,45790.2769
3.522,-2861.3474,45808.2643
3.521,-2860.5593,45835.6391
3.52,-2861.3474,45880.1595
3.5189,-2862.332,45936.9911
3.5179,-2861.1504,46003.4499
3.5169,-2861.5444,46071.761
3.5159,-2861.7412,46142.5677
3.5148,-2860.9534,46216.0842
3.5145,-2861.3474,46251.3436
3.5188,0,46251.3436
3.5198,0,46251.3436
3.5208,0,46251.3436
3.5219,0,46251.3436
3.5229,0,46251.3436
3.5239,0,46251.3436
3.5206,-2861.7412,46251.3452
3.5196,-2861.5444,46251.377
3.5185,-2861.7412,46252.3372
3.5175,-2861.7412,46261.739
3.5165,-2861.1504,46277.3535
3.5155,-2861.9382,46301.9593
3.5144,-2861.7412,46327.1324
3.5134,-2860.7563,46393.7113
3.5124,-2861.1504,46459.5733
3.5113,-2861.1504,46527.6019
3.5103,-2861.5444,46600.1588
3.5093,-2862.332,46673.8254
3.5087,-2861.9382,46728.1842
3.5131,0,46728.1842
3.5141,0,46728.1842
3.5151,0,46728.1842
3.5161,0,46728.1842
3.5172,0,46728.1842
3.5182,0,46728.1842
3.5148,-2861.7412,46728.1857
3.5137,-2862.332,46728.2303
3.5127,-2861.9382,46730.0664
3.5117,-2862.135,46739.689
3.5107,-2861.5444,46756.0822
3.5096,-2860.7563,46779.887
3.5086,-2861.7412,46818.6214
3.5076,-2861.7412,46875.7581
3.5065,-2862.135,46942.3184
3.5058,-2851.696,46997.4405
3.5059,-2861.9382,46997.4437
3.5048,-2861.9382,47055.9169
3.5038,-2861.5444,47131.6142
3.503,-2861.1504,47205.0223
3.5074,0,47205.0223
3.5085,0,47205.0223
3.5095,0,47205.0223
3.5105,0,47205.0223
3.5115,0,47205.0223
3.5126,0,47205.0223
3.5095,-2860.7563,47205.0239
3.5085,-2861.5444,47205.0509
3.5074,-2861.9382,47205.6677
3.5064,-2861.3474,47211.831
3.5054,-2861.1504,47225.8601
3.5044,-2860.9534,47245.8029
3.5033,-2861.5444,47276.7399
3.5023,-2861.9382,47329.2692
3.5013,-2861.3474,47389.688
3.5002,-2861.5444,47452.7467
3.4992,-2861.3474,47524.3584
3.4982,-2861.5444,47593.3731
3.4972,-2860.7563,47666.8227
3.4971,-2861.5444,47681.8547
3.5017,0,47681.8547
3.5027,0,47681.8547
3.5037,0,47681.8547
3.5048,0,47681.8547
3.5058,0,47681.8547
3.5069,0,47681.8547
3.5039,-2861.5444,47681.8563
3.5029,-2860.9534,47681.8865
3.5019,-2861.9382,47682.1647
3.5009,-2861.7412,47687.2439
3.4998,-2861.7412,47699.2574
3.4988,-2861.3474,47716.6329
3.4978,-2861.5444,47745.3031
3.4968,-2861.5444,47785.8108
3.4957,-2861.7412,47843.5472
3.4947,-2861.7412,47903.8896
3.4941,-2851.696,47951.1103
3.4942,-2861.7412,47951.1119
3.4931,-2861.3474,48002.3485
3.4921,-2862.135,48068.451
3.4911,-2861.7412,48137.917
3.4909,-2860.5593,48158.6935
3.4955,0,48158.6935
3.4965,0,48158.6935
3.4975,0,48158.6935
3.4985,0,48158.6935
3.4996,0,48158.6935
3.5006,0,48158.6935
3.5016,0,48158.6935
3.498,-2861.7412,48158.6951
3.4969,-2861.7412,48158.7269
3.4959,-2860.9534,48159.0957
3.4948,-2861.7412,48163.6392
3.4938,-2861.9382,48175.1822
3.4928,-2861.3474,48192.3291
3.4918,-2862.135,48216.6916
3.4907,-2861.5444,48256.4001
3.4897,-2861.3474,48307.7044
3.4887,-2861.7412,48362.7872
3.4877,-2861.5444,48422.3222
3.4866,-2862.332,48483.467
3.4856,-2861.1504,48545.1618
3.4846,-2860.5593,48609.6544
3.4843,-2861.9382,48635.5309
3.489,0,48635.5309
3.49,0,48635.5309
3.491,0,48635.5309
3.4921,0,48635.5309
3.4931,0,48635.5309
3.4941,0,48635.5309
3.4952,0,48635.5309
3.4917,-2860.9534,48635.5324
3.4906,-2861.9382,48635.5579
3.4895,-2861.3474,48635.7201
3.4885,-2861.1504,48638.9347
3.4875,-2861.1504,48648.601
3.4865,-2862.332,48663.6599
3.4854,-2861.5444,48685.6748
3.4844,-2857.408,48711.3478
3.4833,-2861.7412,48763.414
3.4823,-2862.332,48814.2593
3.4813,-2862.9229,48869.1832
3.4806,-2852.2871,48904.7947
3.4808,-2862.332,48904.7963
3.4798,-2862.135,48950.2429
3.4788,-2860.7563,49004.7681
3.4778,-2860.9534,49064.0025
3.477,-2861.7412,49112.3853
3.4819,0,49112.3853
3.4829,0,49112.3853
3.4839,0,49112.3853
3.485,0,49112.3853
3.486,0,49112.3853
3.487,0,49112.3853
3.4881,0,49112.3853
3.4848,-2861.3474,49112.3869
3.4837,-2861.3474,49112.4108
3.4827,-2862.332,49112.5125
3.4817,-2861.5444,49114.1739
3.4806,-2862.135,49122.0449
3.4796,-2861.5444,49134.9618
3.4786,-2862.332,49153.5349
3.4776,-2861.3474,49180.2823
3.4765,-2861.9382,49218.2209
3.4755,-2862.135,49265.3409
3.4745,-2862.135,49312.928
3.4735,-2860.9534,49362.888
3.4724,-2861.3474,49415.6694
3.4714,-2862.135,49467.7917
3.4704,-2862.135,49522.7557
3.4694,-2862.332,49576.3388
3.4694,-2861.7412,49589.2381
3.4742,0,49589.2381
3.4752,0,49589.2381
3.4762,0,49589.2381
3.4772,0,49589.2381
3.4783,0,49589.2381
3.4793,0,49589.2381
3.4803,0,49589.2381
3.4777,-2862.135,49589.2397
3.4767,-2862.332,49589.2572
3.4756,-2861.3474,49589.3128
3.4746,-2861.3474,49589.7627
3.4735,-2861.9382,49593.6116
3.4725,-2860.7563,49603.7051
3.4715,-2861.5444,49618.0257
3.4705,-2861.1504,49638.3746
3.4693,-2861.3474,49665.0267
3.4683,-2861.3474,49713.9764
3.4672,-2861.1504,49758.0449
3.4662,-2860.9534,49806.8938
3.4652,-2860.9534,49856.0484
3.4641,-2860.7563,49907.5356
3.4631,-2861.3474,49956.8812
3.4621,-2861.9382,50009.2868
3.4611,-2861.5444,50063.1441
3.4611,-2860.7563,50066.085
3.4661,0,50066.085
3.4672,0,50066.085
3.4682,0,50066.085
3.4692,0,50066.085
3.4702,0,50066.085
3.4713,0,50066.085
3.4723,0,50066.085
3.4733,0,50066.085
3.4699,-2861.7412,50066.0866
3.4689,-2861.9382,50066.1025
3.4678,-2861.7412,50066.1549
3.4668,-2861.3474,50066.4999
3.4658,-2860.9534,50069.2565
3.4648,-2861.3474,50077.6519
3.4637,-2861.1504,50090.217
3.4627,-2861.7412,50107.8644
3.4617,-2862.332,50133.7676
3.4607,-2861.7412,50167.2847
3.4596,-2860.7563,50210.3407
3.4586,-2861.5444,50254.7751
3.4576,-2861.3474,50303.6766
3.4566,-2860.9534,50353.9588
3.4555,-2860.7563,50404.2593
3.4545,-2861.5444,50457.98
3.4535,-2861.5444,50507.7286
3.4531,-2862.5291,50542.9197
3.4583,0,50542.9197
3.4594,0,50542.9197
3.4604,0,50542.9197
3.4614,0,50542.9197
3.4624,0,50542.9197
3.4635,0,50542.9197
3.4645,0,50542.9197
3.4655,0,50542.9197
3.4622,-2861.7412,50542.9213
3.4611,-2860.5593,50542.9451
3.4601,-2862.135,50542.9912
3.4591,-2861.1504,50543.2726
3.4581,-2861.7412,50545.4537
3.457,-2861.3474,50552.5422
3.456,-2861.3474,50563.9563
3.455,-2862.135,50579.0599
3.454,-2861.5444,50600.8639
3.4529,-2861.5444,50635.5957
3.4519,-2861.9382,50675.7285
3.4509,-2861.5444,50720.6588
3.4499,-2861.7412,50768.325
3.449,-2851.499,50812.1699
3.4491,-2861.9382,50812.1731
3.4481,-2861.1504,50854.3717
3.447,-2861.3474,50905.6946
3.446,-2860.7563,50957.0319
3.445,-2860.7563,51011.0662
3.445,-2861.1504,51019.7503
3.4501,0,51019.7503
3.4511,0,51019.7503
3.4522,0,51019.7503
3.4532,0,51019.7503
3.4542,0,51019.7503
3.4552,0,51019.7503
3.4563,0,51019.7503
3.4573,0,51019.7503
3.4583,0,51019.7503
3.4553,-2861.5444,51019.7519
3.4542,-2861.7412,51019.7662
3.4531,-2861.1504,51019.8012
3.4521,-2861.3474,51019.9045
3.4511,-2861.5444,51020.5563
3.45,-2861.3474,51023.9106
3.449,-2861.5444,51032.1343
3.4479,-2861.9382,51044.1208
3.4469,-2861.7412,51060.6728
3.4459,-2861.1504,51083.9698
3.4449,-2861.3474,51117.5843
3.4438,-2860.5593,51157.1064
3.4428,-2861.1504,51201.1208
3.4418,-2861.3474,51247.2021
3.4407,-2862.332,51293.5553
3.4397,-2861.7412,51341.5357
3.4387,-2861.1504,51392.8854
3.4377,-2861.3474,51439.0206
3.4366,-2861.1504,51489.863
3.4366,-2862.135,51496.5888
3.442,0,51496.5888
3.443,0,51496.5888
3.444,0,51496.5888
3.4451,0,51496.5888
3.4461,0,51496.5888
3.4472,0,51496.5888
3.4482,0,51496.5888
3.4492,0,51496.5888
3.4502,0,51496.5888
3.4513,0,51496.5888
3.4477,-2861.1504,51496.5904
3.4466,-2862.332,51496.6047
3.4455,-2862.332,51496.6365
3.4445,-2861.9382,51496.7128
3.4435,-2861.3474,51497.0531
3.4425,-2861.5444,51499.0817
3.4414,-2861.1504,51504.7303
3.4404,-2861.3474,51514.1324
3.4394,-2861.7412,51527.2816
3.4384,-2862.135,51545.4251
3.4374,-2862.135,51569.7716
3.4363,-2861.5444,51602.3618
3.4353,-2861.7412,51640.933
3.4343,-2861.3474,51682.5418
3.4333,-2862.5291,51723.7278
3.4323,-2851.3022,51765.8429
3.4325,-2861.9382,51765.8445
3.4314,-2861.5444,51802.0814
3.4304,-2861.5444,51846.26
3.4294,-2861.5444,51894.4831
3.4283,-2861.3474,51941.4961
3.4277,-2861.1504,51973.4298
3.4334,0,51973.4298
3.4344,0,51973.4298
3.4355,0,51973.4298
3.4365,0,51973.4298
3.4375,0,51973.4298
3.4385,0,51973.4298
3.4396,0,51973.4298
3.4406,0,51973.4298
3.4416,0,51973.4298
3.4426,0,51973.4298
3.4398,-2861.3474,51973.4314
3.4388,-2861.3474,51973.4457
3.4377,-2861.5444,51973.468
3.4367,-2862.135,51973.5172
3.4357,-2862.135,51973.6603
3.4346,-2861.1504,51974.3884
3.4336,-2862.135,51977.3232
3.4325,-2861.3474,51983.5949
3.4315,-2860.7563,51993.1891
3.4305,-2861.9382,52005.8275
3.4295,-2862.135,52024.7263
3.4285,-2861.1504,52049.0079
3.4274,-2862.135,52078.6542
3.4264,-2861.1504,52114.5769
3.4254,-2862.5291,52152.0368
3.4244,-2861.5444,52190.39
3.4233,-2861.7412,52231.9854
3.4223,-2861.5444,52271.6819
3.4213,-2862.135,52314.6052
3.4203,-2861.9382,52354.9944
3.4192,-2861.5444,52399.2518
3.4182,-2861.3474,52442.2106
3.4182,-2860.9534,52450.2767
3.4239,0,52450.2767
3.425,0,52450.2767
3.426,0,52450.2767
3.4271,0,52450.2767
3.4281,0,52450.2767
3.4292,0,52450.2767
3.4302,0,52450.2767
3.4312,0,52450.2767
3.4323,0,52450.2767
3.4333,0,52450.2767
3.4343,0,52450.2767
3.4314,-2861.5444,52450.2783
3.4304,-2861.9382,52450.2895
3.4293,-2860.9534,52450.3117
3.4283,-2861.9382,52450.3467
3.4272,-2861.1504,52450.4326
3.4262,-2861.1504,52450.7139
3.4252,-2862.135,52451.8602
3.4242,-2862.135,52455.2861
3.4231,-2861.5444,52461.774
3.4221,-2860.9534,52471.5702
3.421,-2861.3474,52484.5426
3.42,-2862.332,52501.8518
3.419,-2861.7412,52524.7806
3.418,-2860.9534,52554.0531
3.417,-2861.3474,52585.963
3.4159,-2861.3474,52622.0955
3.4149,-2861.5444,52659.0005
3.4139,-2861.7412,52696.3232
3.4133,-2851.3022,52719.5379
3.4134,-2861.3474,52719.5395
3.4123,-2862.135,52757.9393
3.4113,-2862.135,52799.5836
3.4103,-2860.5593,52841.9354
3.4092,-2861.5444,52888.2312
3.4084,-2860.7563,52927.13
3.4143,0,52927.13
3.4153,0,52927.13
3.4164,0,52927.13
3.4174,0,52927.13
3.4184,0,52927.13
3.4194,0,52927.13
3.4205,0,52927.13
3.4215,0,52927.13
3.4225,0,52927.13
3.4235,0,52927.13
3.4246,0,52927.13
3.4256,0,52927.13
3.4266,0,52927.13
3.423,-2860.7563,52927.1316
3.422,-2861.9382,52927.1443
3.4209,-2861.9382,52927.165
3.4199,-2861.3474,52927.1999
3.4188,-2861.3474,52927.2667
3.4178,-2861.7412,52927.4352
3.4168,-2862.332,52927.9932
3.4157,-2861.1504,52929.8437
3.4147,-2861.5444,52934.3664
3.4137,-2861.5444,52941.4931
3.4127,-2860.9534,52951.7181
3.4116,-2860.3623,52964.3673
3.4106,-2861.9382,52981.6521
3.4095,-2861.3474,53002.927
3.4084,-2861.5444,53041.0965
3.4074,-2860.9534,53076.4936
3.4064,-2861.7412,53117.4483
3.4053,-2861.5444,53159.1785
3.4043,-2860.5593,53203.6638
3.4033,-2861.5444,53250.9447
3.4023,-2861.5444,53302.1224
3.4012,-2861.3474,53352.0423
3.4004,-2861.5444,53403.97
3.4062,0,53403.97
3.4072,0,53403.97
3.4083,0,53403.97
3.4093,0,53403.97
3.4103,0,53403.97
3.4114,0,53403.97
3.4124,0,53403.97
3.4134,0,53403.97
3.4145,0,53403.97
3.4155,0,53403.97
3.4165,0,53403.97
3.4175,0,53403.97
3.4186,0,53403.97
3.4196,0,53403.97
3.4164,-2861.7412,53403.9716
3.4154,-2861.5444,53403.9843
3.4144,-2861.1504,53404.0018
3.4133,-2862.135,53404.0336
3.4122,-2861.1504,53404.0892
3.4111,-2861.7412,53404.1989
3.4101,-2861.9382,53404.5264
3.409,-2862.135,53405.5264
3.408,-2861.1504,53408.1447
3.407,-2860.9534,53412.8266
3.406,-2861.3474,53420.3366
3.4049,-2861.9382,53429.9004
3.4039,-2861.3474,53443.6102
3.4029,-2862.135,53460.3627
3.4019,-2861.7412,53479.8049
3.4008,-2861.7412,53520.3283
3.3998,-2861.9382,53556.5147
3.3988,-2861.3474,53602.357
3.3977,-2861.5444,53650.1352
3.3967,-2861.5444,53700.4583
3.3957,-2861.3474,53751.3967
3.3946,-2861.5444,53803.7624
3.3936,-2862.135,53858.9815
3.3934,-2862.135,53880.8126
3.3993,0,53880.8126
3.4004,0,53880.8126
3.4014,0,53880.8126
3.4025,0,53880.8126
3.4035,0,53880.8126
3.4045,0,53880.8126
3.4055,0,53880.8126
3.4066,0,53880.8126
3.4076,0,53880.8126
3.4086,0,53880.8126
3.4096,0,53880.8126
3.4107,0,53880.8126
3.4117,0,53880.8126
3.4127,0,53880.8126
3.4137,0,53880.8126
3.4147,0,53880.8126
3.4114,-2861.5444,53880.8142
3.4103,-2862.332,53880.8254
3.4093,-2861.9382,53880.8428
3.4082,-2861.1504,53880.8715
3.4071,-2862.135,53880.9144
3.4061,-2862.135,53880.9923
3.4051,-2861.7412,53881.1449
3.404,-2861.9382,53881.5106
3.403,-2862.332,53882.5121
3.402,-2861.7412,53884.6869
3.401,-2861.9382,53888.6407
3.3999,-2862.135,53895.1444
3.3989,-2861.7412,53903.4047
3.3979,-2860.9534,53913.9528
3.3969,-2862.5291,53928.6358
3.3958,-2862.5291,53948.4423
3.3948,-2861.5444,53972.8215
3.3938,-2860.9534,54007.9718
3.3928,-2861.7412,54046.023
3.3918,-2862.7261,54086.9933
3.3907,-2861.7412,54131.4162
3.3903,-2851.1052,54150.07
3.3904,-2861.7412,54150.0716
3.3893,-2861.7412,54194.1653
3.3883,-2861.3474,54241.5588
3.3873,-2861.3474,54289.5865
3.3863,-2861.9382,54339.447
3.386,-2860.5593,54357.6584
3.3922,0,54357.6584
3.3932,0,54357.6584
3.3943,0,54357.6584
3.3953,0,54357.6584
3.3964,0,54357.6584
3.3974,0,54357.6584
3.3984,0,54357.6584
3.3995,0,54357.6584
3.4005,0,54357.6584
3.4015,0,54357.6584
3.4025,0,54357.6584
3.4036,0,54357.6584
3.4046,0,54357.6584
3.4057,0,54357.6584
3.4067,0,54357.6584
3.4077,0,54357.6584
3.4088,0,54357.6584
3.4098,0,54357.6584
3.4064,-2861.1504,54357.66
3.4054,-2861.7412,54357.6727
3.4044,-2861.7412,54357.6902
3.4033,-2860.9534,54357.7124
3.4023,-2861.5444,54357.749
3.4012,-2861.3474,54357.803
3.4002,-2862.135,54357.8969
3.3992,-2861.9382,54358.0797
3.3981,-2862.135,54358.4549
3.3971,-2861.7412,54359.3548
3.3961,-2861.9382,54361.4009
3.3951,-2861.7412,54364.7905
3.394,-2860.5593,54370.0562
3.393,-2861.3474,54376.7876
3.392,-2862.135,54385.4077
3.391,-2861.9382,54396.5538
3.3899,-2861.1504,54411.4325
3.3889,-2861.3474,54430.8437
3.3879,-2861.9382,54456.0995
3.3868,-2861.5444,54486.2091
3.3858,-2861.7412,54519.4521
3.3848,-2860.7563,54554.4359
3.3838,-2861.7412,54593.0873
3.3827,-2860.9534,54633.1729
3.3817,-2861.5444,54675.7208
3.3806,-2862.135,54716.0492
3.3796,-2862.332,54757.4876
3.3786,-2861.1504,54800.8395
3.3779,-2861.1504,54834.5131
3.3843,0,54834.5131
3.3854,0,54834.5131
3.3864,0,54834.5131
3.3875,0,54834.5131
3.3886,0,54834.5131
3.3896,0,54834.5131
3.3906,0,54834.5131
3.3916,0,54834.5131
3.3927,0,54834.5131
3.3937,0,54834.5131
3.3947,0,54834.5131
3.3958,0,54834.5131
3.3968,0,54834.5131
3.3978,0,54834.5131
3.3988,0,54834.5131
3.3999,0,54834.5131
3.4009,0,54834.5131
3.402,0,54834.5131
3.403,0,54834.5131
3.404,0,54834.5131
3.4051,0,54834.5131
3.4012,-2861.3474,54834.5146
3.4002,-2861.3474,54834.5274
3.3992,-2861.5444,54834.5448
3.3981,-2861.9382,54834.5703
3.397,-2861.7412,54834.6037
3.396,-2860.9534,54834.6545
3.3949,-2861.7412,54834.7261
3.3938,-2860.7563,54834.8533
3.3928,-2862.135,54835.1044
3.3918,-2861.7412,54835.6354
3.3907,-2860.7563,54836.6513
3.3897,-2861.9382,54838.4938
3.3886,-2861.3474,54841.6702
3.3875,-2861.3474,54846.3234
3.3865,-2861.1504,54852.6363
3.3855,-2860.7563,54860.3641
3.3845,-2861.7412,54869.7738
3.3834,-2861.1504,54881.026
3.3824,-2860.9534,54896.0839
3.3814,-2857.999,54910.3105
3.3803,-2862.135,54937.5656
3.3793,-2861.5444,54961.6443
3.3782,-2862.332,54991.1905
3.3772,-2861.7412,55021.6871
3.3762,-2861.3474,55051.6556
3.3751,-2861.7412,55085.366
3.3744,-2850.5144,55103.7621
3.3747,-2861.9382,55103.7637
3.3736,-2860.5593,55134.4385
3.3726,-2861.1504,55169.2228
3.3716,-2862.332,55204.4552
3.3706,-2861.9382,55239.8226
3.3695,-2861.7412,55276.1804
3.3685,-2861.1504,55310.6587
3.3687,-2861.7412,55311.3502
3.3752,0,55311.3502
3.3762,0,55311.3502
3.3773,0,55311.3502
3.3784,0,55311.3502
3.3794,0,55311.3502
3.3805,0,55311.3502
3.3816,0,55311.3502
3.3826,0,55311.3502
3.3837,0,55311.3502
3.3847,0,55311.3502
3.3858,0,55311.3502
3.3868,0,55311.3502
3.3878,0,55311.3502
3.3888,0,55311.3502
3.3899,0,55311.3502
3.3909,0,55311.3502
3.3919,0,55311.3502
3.3929,0,55311.3502
3.394,0,55311.3502
3.395,0,55311.3502
3.396,0,55311.3502
3.3971,0,55311.3502
3.3981,0,55311.3502
3.3991,0,55311.3502
3.4001,0,55311.3502
3.3962,-2862.135,55311.3518
3.3951,-2861.1504,55311.363
3.3941,-2862.135,55311.3789
3.393,-2860.7563,55311.3995
3.3919,-2862.135,55311.4281
3.3909,-2861.1504,55311.4631
3.3899,-2862.135,55311.5156
3.3888,-2860.3623,55311.5903
3.3878,-2860.5593,55311.7079
