temp (°C)
5.666666667
2.555555556
1.944444444
1.666666667
-0.111111111
3
3.611111111
2.611111111
1.5
0.888888889
1.111111111
2.111111111
3.777777778
5.777777778
1.277777778
2.055555556
5.333333333
1.111111111
-0.222222222
0.777777778
1.111111111
0.611111111
0.611111111
0.166666667
-2.444444444
1.166666667
4.166666667
2.055555556
1
1.777777778
1
2.222222222
1.222222222
1.944444444
1.166666667
0.055555556
-0.611111111
1.666666667
3.166666667
8.555555556
7.944444444
3.111111111
1.722222222
1.777777778
1.833333333
2.944444444
3.555555556
3.722222222
5.277777778
4.555555556
4.333333333
4.666666667
7.222222222
7
3.722222222
4.222222222
5.5
6.111111111
9.222222222
8.5
6.944444444
8.055555556
10.05555556
8.666666667
6
9.722222222
9.111111111
9.055555556
12.16666667
5.388888889
5.666666667
5.944444444
4.722222222
9.611111111
11.83333333
9.277777778
5.555555556
4.888888889
7.5
5.833333333
7.277777778
9.555555556
10.77777778
8.333333333
7.277777778
8.166666667
8.388888889
8.388888889
9.555555556
10.27777778
10.66666667
12.16666667
6.055555556
2.333333333
4.222222222
7.666666667
8.611111111
9.555555556
9.111111111
10.22222222
10.94444444
9.722222222
7.222222222
5.833333333
8
9.666666667
11.05555556
14.22222222
15.22222222
15.55555556
13.61111111
16.22222222
18.44444444
18.44444444
12
9.277777778
9.944444444
6.888888889
8.5
10.94444444
11.83333333
10.77777778
11.33333333
8.111111111
5.722222222
7.388888889
9.666666667
10.5
10.5
14.05555556
12.61111111
10.77777778
11.5
11.66666667
10.33333333
10.33333333
10.33333333
10.33333333
10.33333333
13.38888889
14.44444444
15.05555556
15.44444444
16.55555556
15.61111111
16.11111111
17.38888889
12.61111111
12.66666667
14.27777778
16.66666667
18.88888889
21.5
21.77777778
21.61111111
21.05555556
13.83333333
16.5
17.66666667
12.83333333
13.72222222
12.38888889
15.72222222
18.05555556
17.11111111
16.77777778
16.77777778
19.33333333
22.16666667
22.55555556
19.94444444
18.66666667
19.11111111
20
22.44444444
25.05555556
26.44444444
26.94444444
26.5
24.94444444
28.11111111
27
24.05555556
22.11111111
21.83333333
24.61111111
22.83333333
23.88888889
23.44444444
21.33333333
20.16666667
19.27777778
21.94444444
21.61111111
19.72222222
18.88888889
21.16666667
22.22222222
22.22222222
23.27777778
24.61111111
25.33333333
25.38888889
26.61111111
27.94444444
26.77777778
24.88888889
20.55555556
17.83333333
20.05555556
20.66666667
20.66666667
20.11111111
20.11111111
20.72222222
21.61111111
25
23.44444444
19.27777778
20.94444444
25.05555556
21.66666667
19.77777778
18.55555556
17.5
17.11111111
19.16666667
18.77777778
23.16666667
25.66666667
20.16666667
15.44444444
16.55555556
18.38888889
17.72222222
19.44444444
20.55555556
20.33333333
20.83333333
22.27777778
22.61111111
22.05555556
22.66666667
22.44444444
18.66666667
17.44444444
18.44444444
14.77777778
15.5
16.11111111
13.05555556
13.05555556
15.05555556
15.88888889
16.77777778
18.27777778
18.72222222
20
20.77777778
21.16666667
17.27777778
15.77777778
14.27777778
15.83333333
19.44444444
15.5
13.66666667
16.22222222
17.33333333
19.55555556
16.94444444
17.88888889
18.94444444
15.77777778
14.05555556
10.16666667
10.77777778
13.83333333
12.33333333
11.27777778
13.83333333
14.27777778
12.83333333
11.88888889
15.11111111
17.22222222
15.77777778
12.16666667
10.61111111
13.38888889
14.27777778
13.38888889
13.77777778
13.94444444
13.72222222
13.38888889
12.5
11.05555556
11.16666667
12.55555556
13.44444444
13.61111111
11.44444444
11.16666667
12.44444444
13.83333333
10.38888889
10.61111111
9.166666667
7.444444444
5.222222222
5.5
5
4.166666667
5.333333333
4.333333333
3.5
3.111111111
4.222222222
3.833333333
2.777777778
3.888888889
3.5
5.166666667
5.444444444
5.833333333
4.166666667
5.5
7.611111111
6.277777778
9.166666667
9.388888889
7.555555556
4.722222222
4.166666667
5.611111111
2.611111111
2.5
1.944444444
2.277777778
7.888888889
5.611111111
6.777777778
2.611111111
1.111111111
3.111111111
4.444444444
8
10.22222222
5.388888889
6.277777778
10.27777778
4.611111111
5.555555556
7.166666667
7.222222222
6.388888889
5.388888889
6.222222222
3.055555556
5.888888889
5.111111111
1.888888889
0.722222222
1.111111111
